time,x,y,theta,v_body,omega,vx_world,vy_world
0.000000,4.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.444444,3.966667,6.000000,0.220416,-0.149999,0.991874,-0.146370,-0.032795
0.888889,3.901761,5.984894,0.663051,-0.149999,0.999982,-0.118217,-0.092328
1.333333,3.850149,5.942161,1.107490,-0.149998,0.999990,-0.067035,-0.134185
1.777778,3.835834,5.912545,1.551930,0.004824,0.999993,0.000091,0.004824
2.222222,3.835808,5.946679,1.996370,0.149998,0.999985,-0.061926,0.136619
2.666667,3.807205,6.006671,2.398211,0.149999,0.808300,-0.110427,0.101517
3.111111,3.757004,6.050698,2.652832,0.149999,0.337494,-0.132437,0.070429
3.555556,3.697162,6.080755,2.747924,0.150000,0.090419,-0.138526,0.057537
4.000000,3.666164,6.093239,2.768018,-0.000000,0.000000,0.000000,-0.000000
4.000000,3.666164,6.093239,2.768018,-0.000000,-0.000000,0.000000,-0.000000
4.444444,3.675034,6.089751,2.990069,-0.043147,0.999231,0.042653,-0.006513
4.888889,3.677996,6.089346,3.352435,0.029500,0.631417,-0.028846,-0.006174
5.333333,3.704171,6.094941,3.490441,-0.149999,-0.010390,0.140964,0.051272
5.777778,3.766882,6.117737,3.476340,-0.150000,-0.053066,0.141674,0.049280
6.222222,3.829846,6.139638,3.468670,-0.150000,0.018551,0.142048,0.048191
6.666667,3.892978,6.161057,3.469434,-0.150000,-0.015114,0.142011,0.048300
7.111111,3.956094,6.182523,3.470788,-0.150000,0.021205,0.141945,0.048492
7.555556,4.019180,6.204075,3.471265,-0.150000,-0.019059,0.141922,0.048560
8.000000,4.050718,6.214866,3.467029,0.000000,0.000000,-0.000000,-0.000000
8.000000,5.058427,6.560959,3.473210,-0.000000,0.000000,0.000000,0.000000
8.444444,5.089937,6.571809,3.251000,-0.149966,-0.999944,0.149069,0.016375
8.888889,5.156197,6.579087,2.833507,-0.149998,-0.878777,0.142935,-0.045485
9.333333,5.219725,6.558872,2.504576,-0.149998,-0.601410,0.120580,-0.089219
9.777778,5.273327,6.519214,2.281749,-0.149998,-0.401313,0.097882,-0.113659
10.222222,5.316851,6.468682,2.136082,-0.149998,-0.254189,0.080347,-0.126664
10.666667,5.352591,6.412354,2.046948,-0.149998,-0.146916,0.068753,-0.133313
11.111111,5.383184,6.353058,1.999123,-0.149998,-0.068294,0.062302,-0.136448
11.555556,5.410910,6.292361,1.980237,-0.149998,-0.016693,0.059714,-0.137600
12.000000,5.424190,6.261769,1.976528,-0.000000,0.000000,0.000000,-0.000000
12.000000,5.880181,6.242345,3.523791,-0.000000,-0.000000,0.000000,0.000000
12.444444,5.910155,6.254393,3.303412,-0.145372,-0.991708,0.143473,0.023421
12.888889,5.974934,6.264968,2.892326,-0.149991,-0.858179,0.145355,-0.037002
13.333333,6.039539,6.248522,2.591877,-0.149999,-0.493842,0.127900,-0.078366
13.777778,6.096384,6.213692,2.419177,-0.149999,-0.283306,0.112531,-0.099179
14.222222,6.146400,6.169611,2.321987,-0.149999,-0.154050,0.102376,-0.109631
14.666667,6.191906,6.120881,2.271499,-0.149999,-0.073146,0.096713,-0.114658
15.111111,6.234899,6.069913,2.247266,-0.149999,-0.035899,0.093906,-0.116967
15.555556,6.276646,6.017916,2.238337,-0.149999,-0.004285,0.092858,-0.117801
16.000000,6.297285,5.991735,2.237384,0.000000,0.000000,-0.000000,0.000000
16.000000,6.297285,5.991735,2.237384,0.000000,-0.000000,-0.000000,0.000000
16.444444,6.317825,5.965627,2.459605,-0.149467,0.999994,0.116034,-0.094215
16.888889,6.369142,5.923961,2.904046,-0.147936,0.999987,0.143782,-0.034812
17.333333,6.433498,5.908380,3.270876,-0.150000,0.650747,0.148748,0.019338
17.777778,6.499608,5.916975,3.473154,-0.150000,0.259504,0.141830,0.048828
18.222222,6.562643,5.938676,3.556495,-0.150000,0.115534,0.137273,0.060465
18.666667,6.623653,5.965550,3.584677,-0.150000,0.011283,0.135515,0.064309
19.111111,6.683882,5.994131,3.594554,-0.150000,0.033165,0.134873,0.065644
19.555556,6.743825,6.023307,3.597353,-0.150000,-0.020570,0.134689,0.066022
20.000000,6.773756,6.037978,3.592782,-0.000000,0.000000,0.000000,0.000000
20.000000,6.773756,6.037978,3.592782,0.000000,0.000000,-0.000000,-0.000000
20.444444,6.803259,6.052273,3.596346,-0.147525,0.016036,0.132532,0.064799
20.888889,6.862656,6.081314,3.600319,-0.150000,0.001845,0.134492,0.066421
21.333333,6.922430,6.110834,3.600910,-0.150000,0.000813,0.134453,0.066500
21.777778,6.982187,6.140390,3.601134,-0.150000,0.000193,0.134438,0.066530
22.222222,7.041937,6.169959,3.601218,-0.150000,0.000184,0.134433,0.066542
22.666667,7.101685,6.199533,3.601250,-0.150000,-0.000037,0.134430,0.066546
23.111111,7.161431,6.229109,3.601265,-0.150000,0.000102,0.134429,0.066548
23.555556,7.221178,6.258686,3.601273,-0.150000,-0.000066,0.134429,0.066549
24.000000,7.251051,6.273474,3.601258,0.000000,0.000000,-0.000000,-0.000000
24.000000,7.251051,6.273474,3.601258,0.000000,0.000000,-0.000000,-0.000000
24.444444,7.280922,6.288262,3.601399,-0.149991,0.000633,0.134413,0.066562
24.888889,7.340663,6.317846,3.601602,-0.150000,0.000280,0.134407,0.066593
25.333333,7.400399,6.347443,3.601689,-0.150000,0.000111,0.134401,0.066605
25.777778,7.460133,6.377045,3.601724,-0.150000,0.000045,0.134399,0.066610
26.222222,7.519866,6.406649,3.601738,-0.150000,0.000021,0.134398,0.066612
26.666667,7.579598,6.436254,3.601746,-0.150000,0.000013,0.134397,0.066613
27.111111,7.639330,6.465860,3.601751,-0.150000,0.000013,0.134397,0.066613
27.555556,7.699062,6.495466,3.601757,-0.150000,0.000011,0.134397,0.066614
28.000000,7.728928,6.510269,3.601759,0.000000,0.000000,-0.000000,-0.000000
28.000000,7.728928,6.510269,3.601759,-0.000000,0.000000,0.000000,0.000000
28.444444,7.758794,6.525072,3.601891,-0.150000,0.000593,0.134388,0.066632
28.888889,7.818521,6.554687,3.602087,-0.150000,0.000290,0.134375,0.066658
29.333333,7.878243,6.584312,3.602178,-0.150000,0.000119,0.134369,0.066671
29.777778,7.937962,6.613944,3.602215,-0.150000,0.000049,0.134366,0.066676
30.222222,7.997680,6.643577,3.602231,-0.150000,0.000023,0.134365,0.066678
30.666667,8.057398,6.673212,3.602239,-0.150000,0.000014,0.134364,0.066679
31.111111,8.117116,6.702847,3.602245,-0.150000,0.000013,0.134364,0.066680
31.555556,8.176833,6.732482,3.602250,-0.150000,0.000011,0.134364,0.066680
32.000000,8.206691,6.747300,3.602253,0.000000,0.000000,-0.000000,-0.000000
32.000000,8.206691,6.747300,3.602253,-0.000000,-0.000000,0.000000,0.000000
32.444444,8.236550,6.762118,3.602386,-0.150000,0.000597,0.134355,0.066699
32.888889,8.296263,6.791762,3.602585,-0.150000,0.000301,0.134341,0.066725
33.333333,8.355970,6.821418,3.602681,-0.150000,0.000128,0.134335,0.066738
33.777778,8.415674,6.851079,3.602721,-0.150000,0.000054,0.134332,0.066744
34.222222,8.475377,6.880743,3.602739,-0.150000,0.000025,0.134331,0.066746
34.666667,8.535080,6.910408,3.602748,-0.150000,0.000015,0.134330,0.066747
35.111111,8.594782,6.940073,3.602754,-0.150000,0.000013,0.134330,0.066748
35.555556,8.654484,6.969739,3.602759,-0.150000,0.000011,0.134330,0.066749
36.000000,8.684336,6.984572,3.602762,0.000000,0.000000,-0.000000,-0.000000
36.000000,9.136915,7.063901,6.626351,0.000000,-0.000000,0.000000,0.000000
36.444444,9.168305,7.075117,6.404130,0.150000,-0.999997,0.148904,0.018097
36.888889,9.209268,7.080006,5.959686,0.035092,-0.999997,0.033272,-0.011155
37.333333,9.185296,7.087653,5.515244,-0.149233,-0.999996,-0.107350,0.103666
37.777778,9.137466,7.133920,5.070804,-0.149998,-0.999983,-0.052618,0.140466
38.222222,9.114057,7.196419,4.713836,-0.149999,-0.606371,-0.000217,0.149999
38.666667,9.113945,7.263094,4.525186,-0.149999,-0.242553,0.027917,0.147379
39.111111,9.126345,7.328594,4.457786,-0.150000,-0.060751,0.037779,0.145164
39.555556,9.143132,7.393110,4.437667,-0.149999,-0.029784,0.040692,0.144375
40.000000,9.152174,7.425193,4.431048,0.000000,0.000000,-0.000000,-0.000000
40.000000,9.152174,7.425193,4.431048,0.000000,-0.000000,-0.000000,-0.000000
40.444444,9.161428,7.457214,4.405557,-0.149996,-0.114711,0.045305,0.142991
40.888889,9.181556,7.520762,4.367064,-0.149999,-0.058504,0.050775,0.141144
41.333333,9.204100,7.583480,4.351118,-0.149999,-0.013254,0.053019,0.140316
41.777778,9.227629,7.645825,4.349050,-0.149999,0.003947,0.053309,0.140206
42.222222,9.251280,7.708119,4.352884,-0.149999,0.013303,0.052771,0.140410
42.666667,9.274688,7.770504,4.358619,-0.149999,0.012506,0.051965,0.140710
43.111111,9.297737,7.833024,4.364438,-0.149999,0.013678,0.051146,0.141010
43.555556,9.320423,7.895682,4.369725,-0.149999,0.010113,0.050399,0.141278
44.000000,9.331611,7.927074,4.371972,-0.000000,0.000000,0.000000,0.000000
44.000000,9.331611,7.927074,4.371972,0.000000,-0.000000,-0.000000,-0.000000
44.444444,9.342730,7.958492,4.149766,-0.149999,-0.999927,0.080011,0.126878
44.888889,9.378241,8.014851,3.791798,-0.150000,-0.610927,0.119394,0.090802
45.333333,9.431278,8.055190,3.604362,-0.150000,-0.232539,0.134223,0.066964
45.777778,9.490929,8.084950,3.527863,-0.150000,-0.111704,0.138948,0.056510
46.222222,9.552684,8.110065,3.493714,-0.150000,-0.041967,0.140796,0.051733
46.666667,9.615261,8.133058,3.479079,-0.150000,-0.023891,0.141538,0.049667
47.111111,9.678167,8.155133,3.472835,-0.150000,-0.004210,0.141846,0.048783
47.555556,9.741209,8.176814,3.470710,-0.150000,-0.005353,0.141949,0.048481
48.000000,9.772753,8.187588,3.469520,-0.000000,0.000000,0.000000,0.000000
48.000000,9.879520,9.324462,2.306124,0.000000,0.000000,-0.000000,0.000000
48.444444,9.857071,9.349104,2.242533,0.149993,-0.286157,-0.093348,0.117406
48.888889,9.847316,9.361012,2.116314,-0.080802,-0.281829,0.041925,-0.069074
49.333333,9.864995,9.331702,1.991173,-0.073697,-0.281306,0.030076,-0.067281
49.777778,9.863438,9.334471,1.878267,0.087334,-0.226769,-0.026432,0.083238
50.222222,9.847090,9.384678,1.803130,0.149996,-0.111349,-0.034536,0.145965
50.666667,9.831365,9.449498,1.768041,0.149996,-0.046549,-0.029394,0.147087
51.111111,9.817915,9.514826,1.755097,0.149996,-0.011697,-0.027488,0.147456
51.555556,9.805314,9.580323,1.757375,0.149996,0.021944,-0.027824,0.147393
52.000000,9.799036,9.613067,1.762251,-0.000000,0.000000,0.000000,-0.000000
52.000000,10.110491,10.188800,-0.031182,0.000000,0.000000,0.000000,-0.000000
52.444444,10.077175,10.189839,0.191039,-0.149998,0.999996,-0.147269,-0.028482
52.888889,10.038720,10.182393,0.635482,-0.026124,0.999996,-0.021024,-0.015506
53.333333,10.060703,10.198400,1.079924,0.149999,0.999993,0.070709,0.132287
53.777778,10.092148,10.256839,1.477718,0.149999,0.790083,0.013941,0.149350
54.222222,10.098352,10.323186,1.664978,0.150000,0.052586,-0.014106,0.149335
54.666667,10.092081,10.389557,1.672537,0.150000,-0.018573,-0.015235,0.149224
55.111111,10.085309,10.455877,1.675653,0.150000,0.032598,-0.015700,0.149176
55.555556,10.078329,10.522175,1.676893,0.150000,-0.027018,-0.015885,0.149156
56.000000,10.074798,10.555320,1.670889,-0.000000,0.000000,0.000000,-0.000000
56.000000,11.303686,10.738305,2.943363,0.000000,0.000000,-0.000000,0.000000
56.444444,11.270818,10.744603,3.165583,0.149996,0.999989,-0.149953,-0.003598
56.888889,11.204024,10.742430,3.610024,0.149993,0.999994,-0.133835,-0.067720
57.333333,11.204057,10.742453,4.054464,-0.149998,0.999986,0.091720,0.118688
57.777778,11.244799,10.794953,4.424746,-0.149999,0.666284,0.042554,0.143836
58.222222,11.263712,10.858880,4.625828,-0.149999,0.238585,0.012968,0.149438
58.666667,11.269434,10.925238,4.700811,-0.149999,0.098839,0.001737,0.149989
59.111111,11.270119,10.991775,4.738430,-0.149999,0.070449,-0.003906,0.149948
59.555556,11.268276,11.058261,4.754369,-0.149999,0.001276,-0.006295,0.149867
60.000000,11.266849,11.091522,4.754653,-0.000000,0.000000,-0.000000,0.000000
60.000000,11.266849,11.091522,4.754653,-0.000000,0.000000,-0.000000,0.000000
60.444444,11.268624,11.058217,4.532437,0.149996,-0.999973,-0.026847,-0.147574
60.888889,11.266435,11.043705,4.088003,-0.085110,-0.999977,0.049755,0.069052
61.333333,11.296974,11.086088,3.643764,-0.149997,-0.999099,0.131478,0.072198
61.777778,11.355457,11.118202,3.277384,-0.149999,-0.649613,0.148618,0.020306
62.222222,11.421539,11.127233,3.062365,-0.149999,-0.317971,0.149529,-0.011872
62.666667,11.488013,11.121957,2.955943,-0.149999,-0.160929,0.147422,-0.027688
63.111111,11.553550,11.109650,2.905975,-0.149999,-0.063927,0.145855,-0.035016
63.555556,11.618390,11.094083,2.888059,-0.149999,-0.016693,0.145204,-0.037624
64.000000,11.650662,11.085722,2.884350,-0.000000,0.000000,0.000000,-0.000000
64.000000,11.650662,11.085722,2.884350,-0.000000,0.000000,0.000000,-0.000000
64.444444,11.682902,11.077240,2.867097,-0.149997,-0.077640,0.144381,-0.040658
64.888889,11.747089,11.059165,2.839077,-0.149999,-0.048448,0.143188,-0.044688
65.333333,11.810745,11.039298,2.822394,-0.149999,-0.026627,0.142422,-0.047071
65.777778,11.874063,11.018371,2.813259,-0.149999,-0.014482,0.141986,-0.048370
66.222222,11.937188,10.996866,2.808394,-0.149999,-0.007409,0.141749,-0.049060
66.666667,12.000209,10.975054,2.805870,-0.149999,-0.003949,0.141625,-0.049417
67.111111,12.063176,10.953082,2.804656,-0.149999,-0.001512,0.141565,-0.049589
67.555556,12.126117,10.931033,2.804223,-0.149999,-0.000439,0.141543,-0.049651
68.000000,12.157577,10.919998,2.804125,0.000000,0.000000,-0.000000,0.000000
68.000000,12.157577,10.919998,2.804125,-0.000000,0.000000,0.000000,-0.000000
68.444444,12.189035,10.908959,2.798147,-0.149999,-0.026903,0.141239,-0.050510
68.888889,12.251830,10.886502,2.788167,-0.149999,-0.018004,0.140728,-0.051917
69.333333,12.314394,10.863421,2.781826,-0.149999,-0.010534,0.140396,-0.052808
69.777778,12.376809,10.839944,2.778136,-0.149999,-0.006070,0.140200,-0.053326
70.222222,12.439135,10.816239,2.776030,-0.149999,-0.003406,0.140087,-0.053621
70.666667,12.501410,10.792402,2.774856,-0.149999,-0.001877,0.140024,-0.053785
71.111111,12.563657,10.768492,2.774241,-0.149999,-0.000893,0.139991,-0.053871
71.555556,12.625889,10.744544,2.773980,-0.149999,-0.000279,0.139977,-0.053908
72.000000,12.656999,10.732564,2.773918,-0.000000,0.000000,0.000000,-0.000000
72.000000,12.656999,10.732564,2.773918,0.000000,-0.000000,-0.000000,0.000000
72.444444,12.688107,10.720581,2.773660,-0.149999,-0.001165,0.139960,-0.053953
72.888889,12.750326,10.696595,2.773226,-0.149999,-0.000786,0.139936,-0.054013
73.333333,12.812533,10.672576,2.772968,-0.149999,-0.000377,0.139922,-0.054050
73.777778,12.874731,10.648537,2.772831,-0.149999,-0.000240,0.139915,-0.054069
74.222222,12.936923,10.624484,2.772749,-0.149999,-0.000126,0.139911,-0.054080
74.666667,12.999110,10.600423,2.772682,-0.149999,-0.000176,0.139907,-0.054089
75.111111,13.061294,10.576355,2.772595,-0.149999,-0.000219,0.139902,-0.054102
75.555556,13.123473,10.552280,2.772513,-0.149999,-0.000149,0.139898,-0.054113
76.000000,13.154561,10.540248,2.772480,0.000000,0.000000,-0.000000,0.000000
76.000000,13.154561,10.540248,2.772480,-0.000000,-0.000000,0.000000,-0.000000
76.444444,13.185602,10.528159,2.778950,-0.149998,0.029118,0.140243,-0.053211
76.888889,13.247757,10.504273,2.789993,-0.149998,0.020572,0.140822,-0.051659
77.333333,13.310171,10.481074,2.797641,-0.149998,0.013844,0.141213,-0.050581
77.777778,13.372758,10.458352,2.802592,-0.149998,0.008437,0.141462,-0.049881
78.222222,13.435453,10.435934,2.805706,-0.149998,0.005574,0.141616,-0.049440
78.666667,13.498214,10.413711,2.807599,-0.149998,0.002947,0.141710,-0.049172
79.111111,13.561011,10.391601,2.808652,-0.149998,0.001792,0.141761,-0.049023
79.555556,13.623833,10.369561,2.809683,-0.149998,0.002848,0.141812,-0.048877
80.000000,13.655306,10.358641,2.810316,0.000000,0.000000,-0.000000,0.000000
80.000000,13.655306,10.358641,2.810316,-0.000000,0.000000,0.000000,-0.000000
80.444444,13.686727,10.347682,2.817638,-0.149997,0.032947,0.142195,-0.047747
80.888889,13.749558,10.326013,2.830660,-0.149997,0.025655,0.142805,-0.045891
81.333333,13.812672,10.305158,2.840443,-0.149997,0.018368,0.143247,-0.044492
81.777778,13.875995,10.284917,2.847281,-0.149997,0.012401,0.143548,-0.043512
82.222222,13.939463,10.265106,2.851916,-0.149997,0.008459,0.143748,-0.042846
82.666667,14.003025,10.245584,2.854888,-0.149997,0.004912,0.143875,-0.042418
83.111111,14.066647,10.226246,2.856576,-0.149997,0.002687,0.143946,-0.042175
83.555556,14.130296,10.207007,2.857792,-0.149997,0.002786,0.143997,-0.042000
84.000000,14.162220,10.197553,2.858412,0.000000,0.000000,-0.000000,0.000000
84.000000,14.162220,10.197553,2.858412,-0.000000,0.000000,0.000000,-0.000000
84.444444,14.194138,10.188111,2.864759,-0.149993,0.028564,0.144282,-0.040995
84.888889,14.257936,10.169374,2.876483,-0.149993,0.024192,0.144753,-0.039300
85.333333,14.321953,10.151358,2.886029,-0.149993,0.018768,0.145121,-0.037917
85.777778,14.386145,10.133931,2.893238,-0.149993,0.013672,0.145391,-0.036870
86.222222,14.450465,10.116944,2.898468,-0.149993,0.009861,0.145582,-0.036109
86.666667,14.514878,10.100276,2.902014,-0.149993,0.006098,0.145709,-0.035592
87.111111,14.579353,10.083821,2.904142,-0.149993,0.003478,0.145785,-0.035282
87.555556,14.643878,10.067501,2.905650,-0.149993,0.003307,0.145838,-0.035062
88.000000,14.676230,10.059553,2.906385,-0.000000,0.000000,0.000000,-0.000000
88.100000,14.676230,10.059553,2.906385,0.000000,0.000000,-0.000000,0.000000
88.200000,14.676230,10.059553,2.906385,0.000000,0.000000,-0.000000,0.000000
88.300000,14.676230,10.059553,2.906385,0.000000,0.000000,-0.000000,0.000000
88.400000,14.676230,10.059553,2.906385,0.000000,0.000000,-0.000000,0.000000
88.500000,14.676230,10.059553,2.906385,0.000000,0.000000,-0.000000,0.000000
